what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1234712882343
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1234712882656
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1234712882953
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1234712883750
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1234712884015
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1234712884234
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1234712936093
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1234713039953
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1234713040781
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1234713813328
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1234713813453
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1234713814671
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1234713816296
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1234713818421
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1234713818500
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1234713818578
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1234713820500
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1234713824281
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1234713824359
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1234713829703
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1234713829703
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1234713831328
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1234713831328
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1234713831968
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1234713831968
